sortTime,departureTime_timeAMPM,departureTime_time24,arrivalTime_timeAMPM,arrivalTime_time24,carrier_fs,carrier_name,carrier_flightNumber,operatedBy,url,airport_fs,airport_city,isCodeshare
2024-03-28T08:15:00.000Z,2:10PM,14:10,3:15PM,15:15,SJV,Super Air Jet,823,,/flight-tracker/SJV/823?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031953,PGK,Pangkal Pinang,
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,QR,Qatar Airways,956,,/flight-tracker/QR/956?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,AA,American Airlines,8173,Operated by Qatar Airways 956,/flight-tracker/AA/8173?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,AS,Alaska Airlines,5781,Operated by Qatar Airways 956,/flight-tracker/AS/5781?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,AY,Finnair,6667,Operated by Qatar Airways 956,/flight-tracker/AY/6667?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,B6,JetBlue,6535,Operated by Qatar Airways 956,/flight-tracker/B6/6535?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,BA,British Airways,6387,Operated by Qatar Airways 956,/flight-tracker/BA/6387?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,IB,Iberia,7962,Operated by Qatar Airways 956,/flight-tracker/IB/7962?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:45AM,02:45,3:20PM,15:20,WY,Oman Air,6159,Operated by Qatar Airways 956,/flight-tracker/WY/6159?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054691,DOH,Doha,TRUE
2024-03-28T08:20:00.000Z,2:15PM,14:15,3:20PM,15:20,ID*,Batik Air,7160,,/flight-tracker/ID*/7160?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031367,PEN,Penang,
2024-03-28T08:20:00.000Z,1:45PM,13:45,3:20PM,15:20,6D,Pelita Air Service,633,,/flight-tracker/6D/633?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031662,PNK,Pontianak,
2024-03-28T08:25:00.000Z,1:10PM,13:10,3:25PM,15:25,ID*,Batik Air,6281,,/flight-tracker/ID*/6281?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031139,MDC,Manado,
2024-03-28T08:25:00.000Z,2:30PM,14:30,3:25PM,15:25,ID*,Batik Air,7156,,/flight-tracker/ID*/7156?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031385,SIN,Singapore,
2024-03-28T08:25:00.000Z,8:40AM,08:40,9:55AM,09:55,IN*,Nam Air,191,,/flight-tracker/IN*/191?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031570,PKN,Pangkalanbun,
2024-03-28T08:25:00.000Z,2:20PM,14:20,3:25PM,15:25,ID*,Batik Air,6355,,/flight-tracker/ID*/6355?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031153,SRG,Semarang,
2024-03-28T08:30:00.000Z,2:35PM,14:35,3:30PM,15:30,QZ,Indonesia AirAsia,261,,/flight-tracker/QZ/261?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054965,SIN,Singapore,
2024-03-28T08:30:00.000Z,2:40PM,14:40,3:30PM,15:30,TNU,TransNusa,674,,/flight-tracker/TNU/674?year=2024&amp;month=3&amp;date=28&amp;flightId=1242987294,KUL,Kuala Lumpur,
2024-03-28T08:30:00.000Z,2:05PM,14:05,3:30PM,15:30,GA,Garuda Indonesia,297,,/flight-tracker/GA/297?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026422,BKS,Bengkulu,
2024-03-28T08:35:00.000Z,10:05AM,10:05,3:35PM,15:35,GA,Garuda Indonesia,895,,/flight-tracker/GA/895?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026559,PVG,Shanghai,
2024-03-28T08:35:00.000Z,10:05AM,10:05,3:35PM,15:35,MU,China Eastern Airlines,8999,Operated by Garuda Indonesia 895,/flight-tracker/MU/8999?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026559,PVG,Shanghai,TRUE
2024-03-28T08:35:00.000Z,2:15PM,14:15,3:35PM,15:35,JT*,Lion Air,797,,/flight-tracker/JT*/797?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034887,UPG,Ujung Pandang,
2024-03-28T08:35:00.000Z,2:20PM,14:20,3:35PM,15:35,ID*,Batik Air,6821,,/flight-tracker/ID*/6821?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031297,WIPB,Lubuk Linggau,
2024-03-28T08:35:00.000Z,2:30PM,14:30,3:35PM,15:35,SJV,Super Air Jet,765,,/flight-tracker/SJV/765?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031954,LOP,Praya,
2024-03-28T08:40:00.000Z,2:40PM,14:40,3:40PM,15:40,CTV,Citilink,685,,/flight-tracker/CTV/685?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053570,DPS,Denpasar,
2024-03-28T08:45:00.000Z,4:35AM,04:35,3:45PM,15:45,EK,Emirates,356,,/flight-tracker/EK/356?year=2024&amp;month=3&amp;date=28&amp;flightId=1243017930,DXB,Dubai,
2024-03-28T08:45:00.000Z,4:35AM,04:35,3:45PM,15:45,BT,Air Baltic,5809,Operated by Emirates 356,/flight-tracker/BT/5809?year=2024&amp;month=3&amp;date=28&amp;flightId=1243017930,DXB,Dubai,TRUE
2024-03-28T08:45:00.000Z,4:35AM,04:35,3:45PM,15:45,GA,Garuda Indonesia,8850,Operated by Emirates 356,/flight-tracker/GA/8850?year=2024&amp;month=3&amp;date=28&amp;flightId=1243017930,DXB,Dubai,TRUE
2024-03-28T08:45:00.000Z,3:40PM,15:40,4:40PM,16:40,GA,Garuda Indonesia,433,,/flight-tracker/GA/433?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026457,LOP,Praya,
2024-03-28T08:45:00.000Z,3:40PM,15:40,4:40PM,16:40,NH,ANA,5532,Operated by Garuda Indonesia 433,/flight-tracker/NH/5532?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026457,LOP,Praya,TRUE
2024-03-28T08:50:00.000Z,12:40PM,12:40,3:50PM,15:50,GA,Garuda Indonesia,667,,/flight-tracker/GA/667?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026518,DJJ,Jayapura,
2024-03-28T08:50:00.000Z,3:00PM,15:00,3:50PM,15:50,TNU,TransNusa,5103,,/flight-tracker/TNU/5103?year=2024&amp;month=3&amp;date=28&amp;flightId=1242987268,DPS,Denpasar,
2024-03-28T08:50:00.000Z,2:30PM,14:30,3:50PM,15:50,CTV,Citilink,991,,/flight-tracker/CTV/991?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053740,BKS,Bengkulu,
2024-03-28T08:50:00.000Z,2:30PM,14:30,3:50PM,15:50,JT*,Lion Air,603,,/flight-tracker/JT*/603?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034726,DJB,Jambi,
2024-03-28T08:55:00.000Z,2:25PM,14:25,3:55PM,15:55,ID*,Batik Air,6675,,/flight-tracker/ID*/6675?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031283,TRK,Tarakan,
2024-03-28T08:55:00.000Z,1:30PM,13:30,3:55PM,15:55,JT*,Lion Air,397,,/flight-tracker/JT*/397?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034696,KNO,Kuala Namu,
2024-03-28T08:55:00.000Z,2:40PM,14:40,3:55PM,15:55,CTV,Citilink,425,,/flight-tracker/CTV/425?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053563,BPN,Balikpapan,
2024-03-28T09:00:00.000Z,2:15PM,14:15,4:00PM,16:00,CTV,Citilink,943,,/flight-tracker/CTV/943?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053719,BTH,Batam,
2024-03-28T09:00:00.000Z,2:25PM,14:25,4:00PM,16:00,GA,Garuda Indonesia,513,,/flight-tracker/GA/513?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026505,PNK,Pontianak,
2024-03-28T09:00:00.000Z,2:45PM,14:45,4:00PM,16:00,JT*,Lion Air,637,,/flight-tracker/JT*/637?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034739,BKS,Bengkulu,
2024-03-28T09:00:00.000Z,2:50PM,14:50,4:00PM,16:00,SJV,Super Air Jet,925,,/flight-tracker/SJV/925?year=2024&amp;month=3&amp;date=28&amp;flightId=1243032032,PLM,Palembang,
2024-03-28T09:05:00.000Z,2:45PM,14:45,4:05PM,16:05,ID*,Batik Air,6235,,/flight-tracker/ID*/6235?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031117,UPG,Ujung Pandang,
2024-03-28T09:05:00.000Z,3:00PM,15:00,4:05PM,16:05,SJV,Super Air Jet,603,,/flight-tracker/SJV/603?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031855,BPN,Balikpapan,
2024-03-28T09:10:00.000Z,3:15PM,15:15,4:10PM,16:10,QZ,Indonesia AirAsia,807,,/flight-tracker/QZ/807?year=2024&amp;month=3&amp;date=28&amp;flightId=1243055023,DPS,Denpasar,
2024-03-28T09:10:00.000Z,2:40PM,14:40,4:10PM,16:10,CTV,Citilink,775,,/flight-tracker/CTV/775?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053637,YIA,Yogyakarta,
2024-03-28T09:15:00.000Z,10:15AM,10:15,4:15PM,16:15,NH,ANA,855,,/flight-tracker/NH/855?year=2024&amp;month=3&amp;date=28&amp;flightId=1243046690,HND,Tokyo,
2024-03-28T09:15:00.000Z,10:15AM,10:15,4:15PM,16:15,GA,Garuda Indonesia,9353,Operated by ANA 855,/flight-tracker/GA/9353?year=2024&amp;month=3&amp;date=28&amp;flightId=1243046690,HND,Tokyo,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,GA,Garuda Indonesia,833,,/flight-tracker/GA/833?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,EY,Etihad Airways,8135,Operated by Garuda Indonesia 833,/flight-tracker/EY/8135?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,PG,Bangkok Airways,4375,Operated by Garuda Indonesia 833,/flight-tracker/PG/4375?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,SQ,Singapore Airlines,5573,Operated by Garuda Indonesia 833,/flight-tracker/SQ/5573?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,SV,Saudia,6200,Operated by Garuda Indonesia 833,/flight-tracker/SV/6200?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,VN,Vietnam Airlines,3981,Operated by Garuda Indonesia 833,/flight-tracker/VN/3981?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026557,SIN,Singapore,TRUE
2024-03-28T09:15:00.000Z,3:20PM,15:20,4:15PM,16:15,SJV,Super Air Jet,759,,/flight-tracker/SJV/759?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031976,DPS,Denpasar,
2024-03-28T09:15:00.000Z,5:55PM,17:55,7:40PM,19:40,SJV,Super Air Jet,913,,/flight-tracker/SJV/913?year=2024&amp;month=3&amp;date=28&amp;flightId=1243032012,PKU,Pekanbaru,
2024-03-28T09:15:00.000Z,2:45PM,14:45,4:15PM,16:15,SJV,Super Air Jet,681,,/flight-tracker/SJV/681?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031891,PNK,Pontianak,
2024-03-28T09:20:00.000Z,12:25PM,12:25,4:20PM,16:20,NX,Air Macau,910,,/flight-tracker/NX/910?year=2024&amp;month=3&amp;date=28&amp;flightId=1243048333,MFM,Macau,
2024-03-28T09:20:00.000Z,2:30PM,14:30,4:20PM,16:20,6D,Pelita Air Service,353,,/flight-tracker/6D/353?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031667,PDG,Padang,
2024-03-28T09:20:00.000Z,3:45PM,15:45,4:20PM,16:20,TNU,TransNusa,652,,/flight-tracker/TNU/652?year=2024&amp;month=3&amp;date=28&amp;flightId=1242987296,JHB,Johor Bharu,
2024-03-28T09:20:00.000Z,2:55PM,14:55,4:20PM,16:20,ID*,Batik Air,6565,,/flight-tracker/ID*/6565?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031198,MLG,Malang,
2024-03-28T09:20:00.000Z,5:25PM,17:25,6:35PM,18:35,ID*,Batik Air,6367,,/flight-tracker/ID*/6367?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031261,YIA,Yogyakarta,
2024-03-28T09:20:00.000Z,3:20PM,15:20,4:20PM,16:20,JT*,Lion Air,137,,/flight-tracker/JT*/137?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034603,TJQ,Tanjung Pandan,
2024-03-28T09:25:00.000Z,2:00PM,14:00,4:25PM,16:25,SJV,Super Air Jet,949,,/flight-tracker/SJV/949?year=2024&amp;month=3&amp;date=28&amp;flightId=1243032053,KNO,Kuala Namu,
2024-03-28T09:25:00.000Z,2:15PM,14:15,4:25PM,16:25,ID*,Batik Air,6833,,/flight-tracker/ID*/6833?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031303,DTB,Siborong-Borong,
2024-03-28T09:25:00.000Z,2:50PM,14:50,4:25PM,16:25,JT*,Lion Air,749,,/flight-tracker/JT*/749?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034841,SUB,Surabaya,
2024-03-28T09:30:00.000Z,3:25PM,15:25,4:30PM,16:30,JT*,Lion Air,219,,/flight-tracker/JT*/219?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034623,PGK,Pangkal Pinang,
2024-03-28T09:35:00.000Z,3:15PM,15:15,4:35PM,16:35,SJ,Sriwijaya Air,589,,/flight-tracker/SJ/589?year=2024&amp;month=3&amp;date=28&amp;flightId=1243056892,UPG,Ujung Pandang,
2024-03-28T09:35:00.000Z,3:30PM,15:30,4:35PM,16:35,JT*,Lion Air,647,,/flight-tracker/JT*/647?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034736,LOP,Praya,
2024-03-28T09:35:00.000Z,3:45PM,15:45,4:35PM,16:35,CTV,Citilink,689,,/flight-tracker/CTV/689?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053589,DPS,Denpasar,
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,GA,Garuda Indonesia,189,,/flight-tracker/GA/189?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,CI,China Airlines,9768,Operated by Garuda Indonesia 189,/flight-tracker/CI/9768?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,TRUE
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,EY,Etihad Airways,7129,Operated by Garuda Indonesia 189,/flight-tracker/EY/7129?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,TRUE
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,NH,ANA,5502,Operated by Garuda Indonesia 189,/flight-tracker/NH/5502?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,TRUE
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,SV,Saudia,6191,Operated by Garuda Indonesia 189,/flight-tracker/SV/6191?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,TRUE
2024-03-28T09:40:00.000Z,2:10PM,14:10,4:40PM,16:40,SV,Saudia,6374,Operated by Garuda Indonesia 189,/flight-tracker/SV/6374?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026418,KNO,Kuala Namu,TRUE
2024-03-28T09:45:00.000Z,3:25PM,15:25,4:45PM,16:45,GA,Garuda Indonesia,453,,/flight-tracker/GA/453?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026448,LBJ,Labuan Bajo,
2024-03-28T09:45:00.000Z,3:05PM,15:05,4:45PM,16:45,JT*,Lion Air,3867,,/flight-tracker/JT*/3867?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034701,PKY,Palangkaraya,
2024-03-28T09:45:00.000Z,3:10PM,15:10,4:45PM,16:45,6D,Pelita Air Service,209,,/flight-tracker/6D/209?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031609,SUB,Surabaya,
2024-03-28T09:50:00.000Z,4:00PM,16:00,4:50PM,16:50,6D,Pelita Air Service,109,,/flight-tracker/6D/109?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031637,DPS,Denpasar,
2024-03-28T09:50:00.000Z,3:00PM,15:00,4:50PM,16:50,SJV,Super Air Jet,811,,/flight-tracker/SJV/811?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031970,PDG,Padang,
2024-03-28T09:50:00.000Z,3:10PM,15:10,4:50PM,16:50,SJV,Super Air Jet,855,,/flight-tracker/SJV/855?year=2024&amp;month=3&amp;date=28&amp;flightId=1243032005,BTH,Batam,
2024-03-28T09:50:00.000Z,3:15PM,15:15,4:50PM,16:50,ID*,Batik Air,6401,,/flight-tracker/ID*/6401?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031214,SUB,Surabaya,
2024-03-28T09:50:00.000Z,3:20PM,15:20,4:50PM,16:50,JT*,Lion Air,725,,/flight-tracker/JT*/725?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034804,PNK,Pontianak,
2024-03-28T09:50:00.000Z,3:25PM,15:25,4:50PM,16:50,GA,Garuda Indonesia,245,,/flight-tracker/GA/245?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026421,SRG,Semarang,
2024-03-28T09:50:00.000Z,3:25PM,15:25,4:50PM,16:50,CI,China Airlines,9677,Operated by Garuda Indonesia 245,/flight-tracker/CI/9677?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026421,SRG,Semarang,TRUE
2024-03-28T09:50:00.000Z,3:25PM,15:25,4:50PM,16:50,MH,Malaysia Airlines,5873,Operated by Garuda Indonesia 245,/flight-tracker/MH/5873?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026421,SRG,Semarang,TRUE
2024-03-28T09:50:00.000Z,3:25PM,15:25,4:50PM,16:50,NH,ANA,5506,Operated by Garuda Indonesia 245,/flight-tracker/NH/5506?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026421,SRG,Semarang,TRUE
2024-03-28T09:50:00.000Z,3:25PM,15:25,4:50PM,16:50,SV,Saudia,6151,Operated by Garuda Indonesia 245,/flight-tracker/SV/6151?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026421,SRG,Semarang,TRUE
2024-03-28T09:50:00.000Z,3:30PM,15:30,4:50PM,16:50,SJV,Super Air Jet,847,,/flight-tracker/SJV/847?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031993,DJB,Jambi,
2024-03-28T09:50:00.000Z,3:45PM,15:45,4:50PM,16:50,ID*,Batik Air,6341,,/flight-tracker/ID*/6341?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031144,SRG,Semarang,
2024-03-28T09:55:00.000Z,10:50AM,10:50,4:55PM,16:55,JL,JAL,725,,/flight-tracker/JL/725?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034072,NRT,Tokyo,
2024-03-28T09:55:00.000Z,10:50AM,10:50,4:55PM,16:55,AS,Alaska Airlines,7345,Operated by JAL 725,/flight-tracker/AS/7345?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034072,NRT,Tokyo,TRUE
2024-03-28T09:55:00.000Z,10:50AM,10:50,4:55PM,16:55,GA,Garuda Indonesia,9153,Operated by JAL 725,/flight-tracker/GA/9153?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034072,NRT,Tokyo,TRUE
2024-03-28T09:55:00.000Z,10:50AM,10:50,4:55PM,16:55,HA,Hawaiian Airlines,5376,Operated by JAL 725,/flight-tracker/HA/5376?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034072,NRT,Tokyo,TRUE
2024-03-28T09:55:00.000Z,2:30PM,14:30,4:55PM,16:55,JT*,Lion Air,215,,/flight-tracker/JT*/215?year=2024&amp;month=3&amp;date=28&amp;flightId=1243034629,KNO,Kuala Namu,
2024-03-28T09:55:00.000Z,4:00PM,16:00,4:55PM,16:55,CTV,Citilink,681,,/flight-tracker/CTV/681?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053583,DPS,Denpasar,
2024-03-28T09:55:00.000Z,4:10PM,16:10,4:55PM,16:55,SQ,Singapore Airlines,962,,/flight-tracker/SQ/962?year=2024&amp;month=3&amp;date=28&amp;flightId=1243058263,SIN,Singapore,
2024-03-28T09:55:00.000Z,4:10PM,16:10,4:55PM,16:55,GA,Garuda Indonesia,8962,Operated by Singapore Airlines 962,/flight-tracker/GA/8962?year=2024&amp;month=3&amp;date=28&amp;flightId=1243058263,SIN,Singapore,TRUE
2024-03-28T09:55:00.000Z,4:10PM,16:10,4:55PM,16:55,UK*,Vistara,8962,Operated by Singapore Airlines 962,/flight-tracker/UK*/8962?year=2024&amp;month=3&amp;date=28&amp;flightId=1243058263,SIN,Singapore,TRUE
2024-03-28T09:55:00.000Z,4:10PM,16:10,4:55PM,16:55,VA,Virgin Australia,5834,Operated by Singapore Airlines 962,/flight-tracker/VA/5834?year=2024&amp;month=3&amp;date=28&amp;flightId=1243058263,SIN,Singapore,TRUE
2024-03-28T10:00:00.000Z,2:45PM,14:45,5:00PM,17:00,GA,Garuda Indonesia,601,,/flight-tracker/GA/601?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026500,MDC,Manado,
2024-03-28T10:00:00.000Z,2:45PM,14:45,5:00PM,17:00,EY,Etihad Airways,7131,Operated by Garuda Indonesia 601,/flight-tracker/EY/7131?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026500,MDC,Manado,TRUE
2024-03-28T10:00:00.000Z,2:45PM,14:45,5:00PM,17:00,NH,ANA,5516,Operated by Garuda Indonesia 601,/flight-tracker/NH/5516?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026500,MDC,Manado,TRUE
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,GA,Garuda Indonesia,411,,/flight-tracker/GA/411?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,EY,Etihad Airways,7114,Operated by Garuda Indonesia 411,/flight-tracker/EY/7114?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,TRUE
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,KL,KLM,4055,Operated by Garuda Indonesia 411,/flight-tracker/KL/4055?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,TRUE
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,SV,Saudia,6367,Operated by Garuda Indonesia 411,/flight-tracker/SV/6367?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,TRUE
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,TK,Turkish Airlines,9371,Operated by Garuda Indonesia 411,/flight-tracker/TK/9371?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,TRUE
2024-03-28T10:00:00.000Z,3:55PM,15:55,5:00PM,17:00,VN,Vietnam Airlines,3939,Operated by Garuda Indonesia 411,/flight-tracker/VN/3939?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026464,DPS,Denpasar,TRUE
2024-03-28T10:00:00.000Z,3:15PM,15:15,5:00PM,17:00,CTV,Citilink,701,,/flight-tracker/CTV/701?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053571,BWX,Banyuwangi,
2024-03-28T10:05:00.000Z,4:10PM,16:10,5:05PM,17:05,ID*,Batik Air,7150,,/flight-tracker/ID*/7150?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031379,SIN,Singapore,
2024-03-28T10:05:00.000Z,3:50PM,15:50,5:05PM,17:05,CTV,Citilink,885,,/flight-tracker/CTV/885?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053695,PLM,Palembang,
2024-03-28T10:10:00.000Z,3:30PM,15:30,5:10PM,17:10,ID*,Batik Air,6725,,/flight-tracker/ID*/6725?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031291,KDI,Kendari,
2024-03-28T10:10:00.000Z,3:40PM,15:40,5:10PM,17:10,CTV,Citilink,503,,/flight-tracker/CTV/503?year=2024&amp;month=3&amp;date=28&amp;flightId=1243053616,KUL,Kuala Lumpur,
2024-03-28T10:10:00.000Z,3:50PM,15:50,5:10PM,17:10,QZ,Indonesia AirAsia,221,,/flight-tracker/QZ/221?year=2024&amp;month=3&amp;date=28&amp;flightId=1243054958,PEN,Penang,
2024-03-28T10:10:00.000Z,4:15PM,16:15,5:10PM,17:10,SJV,Super Air Jet,743,,/flight-tracker/SJV/743?year=2024&amp;month=3&amp;date=28&amp;flightId=1243031946,DPS,Denpasar,
2024-03-28T10:10:00.000Z,3:55PM,15:55,5:10PM,17:10,GA,Garuda Indonesia,113,,/flight-tracker/GA/113?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026374,PLM,Palembang,
2024-03-28T10:10:00.000Z,3:55PM,15:55,5:10PM,17:10,MH,Malaysia Airlines,5785,Operated by Garuda Indonesia 113,/flight-tracker/MH/5785?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026374,PLM,Palembang,TRUE
2024-03-28T10:10:00.000Z,3:55PM,15:55,5:10PM,17:10,NH,ANA,5500,Operated by Garuda Indonesia 113,/flight-tracker/NH/5500?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026374,PLM,Palembang,TRUE
2024-03-28T10:15:00.000Z,4:00PM,16:00,5:15PM,17:15,GA,Garuda Indonesia,221,,/flight-tracker/GA/221?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026436,SOC,Surakarta,
2024-03-28T10:15:00.000Z,4:00PM,16:00,5:15PM,17:15,EK,Emirates,7297,Operated by Garuda Indonesia 221,/flight-tracker/EK/7297?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026436,SOC,Surakarta,TRUE
2024-03-28T10:15:00.000Z,4:00PM,16:00,5:15PM,17:15,EY,Etihad Airways,7118,Operated by Garuda Indonesia 221,/flight-tracker/EY/7118?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026436,SOC,Surakarta,TRUE
2024-03-28T10:15:00.000Z,4:00PM,16:00,5:15PM,17:15,MH,Malaysia Airlines,5769,Operated by Garuda Indonesia 221,/flight-tracker/MH/5769?year=2024&amp;month=3&amp;date=28&amp;flightId=1243026436,SOC,Surakarta,TRUE
